100 100
2 88 8
2 89 8
2 90 8
2 91 8
2 92 8
2 93 8
2 94 8
2 95 8
2 96 8
2 97 8
2 98 8
2 99 8
3 0 7
3 1 7
3 2 7
3 3 7
3 4 7
3 5 7
3 6 7
3 7 3
3 8 3
3 9 3
3 10 3
3 11 3
3 12 3
3 13 3
3 14 3
3 15 3
3 16 3
3 17 3
3 18 3
3 19 3
3 20 3
3 21 3
3 22 3
3 23 3
3 24 3
3 25 3
3 26 3
3 27 3
3 28 3
3 29 3
3 30 3
3 31 3
3 32 8
3 33 8
3 34 8
3 35 8
3 36 8
3 37 8
3 38 8
3 39 8
3 40 8
3 41 8
3 42 8
3 43 8
3 44 8
3 45 8
3 46 8
3 47 8
3 48 8
3 49 8
3 50 8
3 51 8
3 52 8
3 53 8
3 54 8
3 55 8
3 56 8
3 57 8
3 58 8
3 59 8
3 60 8
3 61 8
3 62 8
3 63 8
3 64 8
3 65 8
3 66 8
3 67 8
3 68 8
3 69 8
3 70 8
3 71 8
3 72 8
3 73 8
3 74 8
3 75 8
3 76 8
3 77 8
3 78 8
3 79 8
3 80 8
3 81 8
3 82 8
3 83 8
3 84 8
3 85 8
3 86 8
3 87 8
3 88 8
3 89 8
3 90 8
3 91 8
3 92 8
3 93 8
3 94 8
3 95 8
3 96 8
3 97 8
3 98 8
3 99 8
4 0 7
4 1 7
4 2 7
4 3 7
4 4 7
4 5 7
4 6 7
4 7 3
4 8 3
4 9 3
4 10 3
4 11 3
4 12 3
4 13 3
4 14 3
4 15 3
4 16 3
4 17 3
4 18 3
4 19 3
4 20 3
4 21 3
4 22 3
4 23 3
4 24 3
4 25 3
4 26 3
4 27 3
4 28 3
4 29 3
4 30 3
4 31 3
4 32 3
4 33 3
4 34 8
4 35 8
4 36 8
4 37 8
4 38 8
4 39 8
4 40 8
4 41 8
4 42 8
4 43 8
4 44 8
4 45 8
4 46 8
4 47 8
4 48 8
4 49 8
4 50 8
4 51 8
4 52 8
4 53 8
4 54 8
4 55 8
4 56 8
4 57 8
4 58 8
4 59 8
4 60 8
4 61 8
4 62 8
4 63 8
4 64 8
4 65 8
4 66 8
4 67 8
4 68 8
4 69 8
4 70 8
4 71 8
4 72 8
4 73 8
4 74 8
4 75 8
4 76 8
4 77 8
4 78 8
4 79 8
4 80 8
4 81 8
4 82 8
4 83 8
4 84 8
4 85 8
4 86 8
4 87 8
4 88 8
4 89 8
4 90 8
4 91 8
4 92 8
4 93 8
4 94 8
4 95 8
4 96 8
4 97 8
4 98 8
4 99 8
5 0 7
5 1 7
5 2 7
5 3 7
5 4 7
5 5 7
5 6 7
5 7 7
5 8 7
5 9 7
5 10 3
5 11 3
5 12 3
5 13 3
5 14 3
5 15 3
5 16 3
5 17 3
5 18 3
5 19 3
5 20 3
5 21 3
5 22 3
5 23 3
5 24 3
5 25 3
5 26 3
5 27 3
5 28 3
5 29 3
5 30 3
5 31 3
5 32 3
5 33 3
5 34 8
5 35 8
5 36 8
5 37 8
5 38 8
5 39 8
5 40 8
5 41 8
5 42 8
5 43 8
5 44 8
5 45 8
5 46 8
5 47 8
5 48 8
5 49 8
5 50 8
5 51 8
5 52 8
5 53 8
5 54 8
5 55 8
5 56 8
5 57 8
5 58 8
5 59 8
5 60 8
5 61 8
5 62 8
5 63 8
5 64 8
5 65 8
5 66 8
5 67 8
5 68 8
5 69 8
5 70 8
5 71 8
5 72 8
5 73 8
5 74 8
5 75 8
5 76 8
5 77 8
5 78 8
5 79 8
5 80 8
5 81 8
5 82 8
5 83 8
5 84 8
5 85 8
5 86 8
5 87 8
5 88 8
5 89 8
5 90 8
5 91 8
5 92 8
5 93 8
5 94 8
5 95 8
5 96 8
5 97 8
5 98 8
5 99 8
6 0 7
6 1 7
6 2 7
6 3 7
6 4 7
6 5 7
6 6 7
6 7 7
6 8 7
6 9 7
6 10 7
6 11 3
6 12 3
6 13 3
6 14 3
6 15 3
6 16 3
6 17 3
6 18 3
6 19 3
6 20 3
6 21 3
6 22 3
6 23 3
6 24 3
6 25 3
6 26 3
6 27 3
6 28 3
6 29 3
6 30 3
6 31 3
6 32 3
6 33 3
6 34 3
6 35 8
6 36 8
6 37 8
6 38 8
6 39 8
6 40 8
6 41 8
6 42 8
6 43 8
6 44 8
6 45 8
6 46 8
6 47 8
6 48 8
6 49 8
6 50 8
6 51 8
6 52 8
6 53 8
6 54 8
6 55 8
6 56 8
6 57 8
6 58 8
6 59 8
6 60 8
6 61 8
6 62 8
6 63 8
6 64 8
6 65 8
6 66 8
6 67 8
6 68 8
6 69 8
6 70 8
6 71 8
6 72 8
6 73 8
6 74 8
6 75 8
6 76 8
6 77 8
6 78 8
6 79 8
6 80 8
6 81 8
6 82 8
6 83 8
6 84 8
6 85 8
6 86 8
6 87 8
6 88 8
6 89 8
6 90 8
6 91 8
6 92 8
6 93 8
6 94 8
6 95 8
6 96 8
6 97 8
6 98 8
6 99 8
7 0 7
7 1 7
7 2 7
7 3 7
7 4 7
7 5 7
7 6 7
7 7 7
7 8 7
7 9 7
7 10 7
7 11 7
7 12 7
7 13 3
7 14 3
7 15 3
7 16 3
7 17 3
7 18 3
7 19 3
7 20 3
7 21 3
7 22 3
7 23 3
7 24 3
7 25 3
7 26 3
7 27 3
7 28 3
7 29 3
7 30 3
7 31 3
7 32 3
7 33 3
7 34 3
7 35 3
7 36 8
7 37 8
7 38 8
7 39 8
7 40 8
7 41 8
7 42 8
7 43 8
7 44 8
7 45 8
7 46 8
7 47 8
7 48 8
7 49 8
7 50 8
7 51 8
7 52 8
7 53 8
7 54 8
7 55 8
7 56 8
7 57 8
7 58 8
7 59 8
7 60 8
7 61 8
7 62 8
7 63 8
7 64 8
7 65 8
7 66 8
7 67 8
7 68 8
7 69 8
7 70 8
7 71 8
7 72 8
7 73 8
7 74 8
7 75 8
7 76 8
7 77 8
7 78 8
7 79 8
7 80 8
7 81 8
7 82 8
7 83 8
7 84 8
7 85 8
7 86 8
7 87 8
7 88 8
7 89 8
7 90 8
7 91 8
7 92 8
7 93 8
7 94 8
7 95 8
7 96 8
7 97 8
7 98 8
7 99 8
8 0 7
8 1 7
8 2 7
8 3 7
8 4 7
8 5 7
8 6 7
8 7 7
8 8 7
8 9 7
8 10 7
8 11 7
8 12 3
8 13 3
8 14 3
8 15 3
8 16 3
8 17 3
8 18 3
8 19 3
8 20 3
8 21 3
8 22 3
8 23 3
8 24 3
8 25 3
8 26 3
8 27 3
8 28 3
8 29 3
8 30 3
8 31 3
8 32 3
8 33 3
8 34 3
8 35 3
8 36 8
8 37 8
8 38 8
8 39 8
8 40 8
8 41 8
8 42 8
8 43 8
8 44 8
8 45 8
8 46 8
8 47 8
8 48 8
8 49 8
8 50 8
8 51 8
8 52 8
8 53 8
8 54 8
8 55 8
8 56 8
8 57 8
8 58 8
8 59 8
8 60 8
8 61 8
8 62 8
8 63 8
8 64 8
8 65 8
8 66 8
8 67 8
8 68 8
8 69 8
8 70 8
8 71 8
8 72 8
8 73 8
8 74 8
8 75 8
8 76 8
8 77 8
8 78 8
8 79 8
8 80 8
8 81 8
8 82 8
8 83 8
8 84 8
8 85 8
8 86 8
8 87 8
8 88 8
8 89 8
8 90 8
8 91 8
8 92 8
8 93 8
8 94 8
8 95 8
8 96 8
8 97 8
8 98 8
8 99 8
9 0 7
9 1 7
9 2 7
9 3 7
9 4 7
9 5 7
9 6 7
9 7 7
9 8 7
9 9 7
9 10 7
9 11 7
9 12 3
9 13 3
9 14 3
9 15 3
9 16 3
9 17 3
9 18 3
9 19 3
9 20 3
9 21 3
9 22 3
9 23 3
9 24 3
9 25 3
9 26 3
9 27 3
9 28 3
9 29 3
9 30 3
9 31 3
9 32 3
9 33 3
9 34 3
9 35 3
9 36 3
9 37 8
9 38 8
9 39 8
9 40 8
9 41 8
9 42 8
9 43 8
9 44 8
9 45 8
9 46 8
9 47 8
9 48 8
9 49 8
9 50 8
9 51 8
9 52 8
9 53 8
9 54 8
9 55 8
9 56 8
9 57 8
9 58 8
9 59 8
9 60 8
9 61 8
9 62 8
9 63 8
9 64 8
9 65 8
9 66 8
9 67 8
9 68 8
9 69 8
9 70 8
9 71 8
9 72 8
9 73 8
9 74 8
9 75 8
9 76 8
9 77 8
9 78 8
9 79 8
9 80 8
9 81 8
9 82 8
9 83 8
9 84 8
9 85 8
9 86 8
9 87 8
9 88 8
9 89 8
9 90 8
9 91 8
9 92 8
9 93 8
9 94 8
9 95 8
9 96 8
9 97 8
9 98 8
9 99 8
10 0 7
10 1 7
10 2 7
10 3 7
10 4 7
10 5 7
10 6 7
10 7 7
10 8 7
10 9 7
10 10 7
10 11 7
10 12 7
10 13 3
10 14 3
10 15 3
10 16 3
10 17 3
10 18 3
10 19 3
10 20 3
10 21 3
10 22 3
10 23 3
10 24 3
10 25 3
10 26 3
10 27 3
10 28 3
10 29 3
10 30 3
10 31 3
10 32 3
10 33 3
10 34 3
10 35 3
10 36 3
10 37 8
10 38 8
10 39 8
10 40 8
10 41 8
10 42 8
10 43 8
10 44 8
10 45 8
10 46 8
10 47 8
10 48 8
10 49 8
10 50 8
10 51 8
10 52 8
10 53 8
10 54 8
10 55 8
10 56 8
10 57 8
10 58 8
10 59 8
10 60 8
10 61 8
10 62 8
10 63 8
10 64 8
10 65 8
10 66 8
10 67 8
10 68 8
10 69 8
10 70 8
10 71 8
10 72 8
10 73 8
10 74 8
10 75 8
10 76 8
10 77 8
10 78 8
10 79 8
10 80 8
10 81 8
10 82 8
10 83 8
10 84 8
10 85 8
10 86 8
10 87 8
10 88 8
10 89 8
10 90 8
10 91 8
10 92 8
10 93 8
10 94 8
10 95 8
10 96 8
10 97 8
10 98 8
10 99 8
11 0 7
11 1 7
11 2 7
11 3 7
11 4 7
11 5 7
11 6 7
11 7 7
11 8 7
11 9 7
11 10 7
11 11 7
11 12 7
11 13 7
11 14 3
11 15 3
11 16 3
11 17 3
11 18 3
11 19 3
11 20 3
11 21 3
11 22 3
11 23 3
11 24 3
11 25 3
11 26 3
11 27 3
11 28 3
11 29 3
11 30 3
11 31 3
11 32 3
11 33 3
11 34 3
11 35 3
11 36 3
11 37 3
11 38 3
11 39 3
11 40 8
11 41 8
11 42 8
11 43 8
11 44 8
11 45 8
11 46 8
11 47 8
11 48 8
11 49 8
11 50 8
11 51 8
11 52 8
11 53 8
11 54 8
11 55 8
11 56 8
11 57 8
11 58 8
11 59 8
11 60 8
11 61 8
11 62 8
11 63 8
11 64 8
11 65 8
11 66 8
11 67 8
11 68 8
11 69 8
11 70 8
11 71 8
11 72 8
11 73 8
11 74 8
11 75 8
11 76 8
11 77 8
11 78 8
11 79 8
11 80 8
11 81 8
11 82 8
11 83 8
11 84 8
11 85 8
11 86 8
11 87 8
11 88 8
11 89 8
11 90 8
11 91 8
11 92 8
11 93 8
11 94 8
11 95 8
11 96 8
11 97 8
11 98 8
11 99 8
12 0 7
12 1 7
12 2 7
12 3 7
12 4 7
12 5 7
12 6 7
12 7 7
12 8 7
12 9 7
12 10 7
12 11 7
12 12 7
12 13 7
12 14 7
12 15 3
12 16 3
12 17 3
12 18 3
12 19 3
12 20 3
12 21 3
12 22 3
12 23 3
12 24 3
12 25 3
12 26 3
12 27 3
12 28 3
12 29 3
12 30 3
12 31 3
12 32 3
12 33 3
12 34 3
12 35 3
12 36 3
12 37 3
12 38 3
12 39 3
12 40 3
12 41 8
12 42 8
12 43 8
12 44 8
12 45 8
12 46 8
12 47 8
12 48 8
12 49 8
12 50 8
12 51 8
12 52 8
12 53 8
12 54 8
12 55 8
12 56 8
12 57 8
12 58 8
12 59 8
12 60 8
12 61 8
12 62 8
12 63 8
12 64 8
12 65 8
12 66 8
12 67 8
12 68 8
12 69 8
12 70 8
12 71 8
12 72 8
12 73 8
12 74 8
12 75 8
12 76 8
12 77 8
12 78 8
12 79 8
12 80 8
12 81 8
12 82 8
12 83 8
12 84 8
12 85 8
12 86 8
12 87 8
12 88 8
12 89 8
12 90 8
12 91 8
12 92 8
12 93 8
12 94 8
12 95 8
12 96 8
12 97 8
12 98 8
12 99 8
13 0 7
13 1 7
13 2 7
13 3 7
13 4 7
13 5 7
13 6 7
13 7 7
13 8 7
13 9 7
13 10 7
13 11 7
13 12 7
13 13 7
13 14 7
13 15 3
13 16 3
13 17 3
13 18 3
13 19 3
13 20 3
13 21 3
13 22 3
13 23 3
13 24 3
13 25 3
13 26 3
13 27 3
13 28 3
13 29 3
13 30 3
13 31 3
13 32 3
13 33 3
13 34 3
13 35 3
13 36 3
13 37 3
13 38 3
13 39 3
13 40 3
13 41 3
13 42 3
13 43 3
13 44 8
13 45 8
13 46 8
13 47 8
13 48 8
13 49 8
13 50 8
13 51 8
13 52 8
13 53 8
13 54 8
13 55 8
13 56 8
13 57 8
13 58 8
13 59 8
13 60 8
13 61 8
13 62 8
13 63 8
13 64 8
13 65 8
13 66 8
13 67 8
13 68 8
13 69 8
13 70 8
13 71 8
13 72 8
13 73 8
13 74 8
13 75 8
13 76 8
13 77 8
13 78 8
13 79 8
13 80 8
13 81 8
13 82 8
13 83 8
13 84 8
13 85 8
13 86 8
13 87 8
13 88 8
13 89 8
13 90 8
13 91 8
13 92 8
13 93 8
13 94 8
13 95 8
13 96 8
13 97 8
13 98 8
13 99 8
14 0 7
14 1 7
14 2 7
14 3 7
14 4 7
14 5 7
14 6 7
14 7 7
14 8 7
14 9 7
14 10 7
14 11 7
14 12 7
14 13 7
14 14 7
14 15 7
14 16 7
14 17 3
14 18 3
14 19 3
14 20 3
14 21 3
14 22 3
14 23 3
14 24 3
14 25 3
14 26 3
14 27 3
14 28 3
14 29 3
14 30 3
14 31 3
14 32 3
14 33 3
14 34 3
14 35 3
14 36 3
14 37 3
14 38 3
14 39 3
14 40 3
14 41 3
14 42 3
14 43 3
14 44 3
14 45 8
14 46 8
14 47 8
14 48 8
14 49 8
14 50 8
14 51 8
14 52 8
14 53 8
14 54 8
14 55 8
14 56 8
14 57 8
14 58 8
14 59 8
14 60 8
14 61 8
14 62 8
14 63 8
14 64 8
14 65 8
14 66 8
14 67 8
14 68 8
14 69 8
14 70 8
14 71 8
14 72 8
14 73 8
14 74 8
14 75 8
14 76 8
14 77 8
14 78 8
14 79 8
14 80 8
14 81 8
14 82 8
14 83 8
14 84 8
14 85 8
14 86 8
14 87 8
14 88 8
14 89 8
14 90 8
14 91 8
14 92 8
14 93 8
14 94 8
14 95 8
14 96 8
14 97 8
14 98 8
14 99 8
15 0 7
15 1 7
15 2 7
15 3 7
15 4 7
15 5 7
15 6 7
15 7 7
15 8 7
15 9 7
15 10 7
15 11 7
15 12 7
15 13 7
15 14 7
15 15 7
15 16 7
15 17 7
15 18 3
15 19 3
15 20 3
15 21 3
15 22 3
15 23 3
15 24 3
15 25 3
15 26 3
15 27 3
15 28 3
15 29 3
15 30 3
15 31 3
15 32 3
15 33 3
15 34 3
15 35 3
15 36 3
15 37 3
15 38 3
15 39 3
15 40 3
15 41 3
15 42 3
15 43 3
15 44 3
15 45 3
15 46 8
15 47 8
15 48 8
15 49 8
15 50 8
15 51 8
15 52 8
15 53 8
15 54 8
15 55 8
15 56 8
15 57 8
15 58 8
15 59 8
15 60 8
15 61 8
15 62 8
15 63 8
15 64 8
15 65 8
15 66 8
15 67 8
15 68 8
15 69 8
15 70 8
15 71 8
15 72 8
15 73 8
15 74 8
15 75 8
15 76 8
15 77 8
15 78 8
15 79 8
15 80 8
15 81 8
15 82 8
15 83 8
15 84 8
15 85 8
15 86 8
15 87 8
15 88 8
15 89 8
15 90 8
15 91 8
15 92 8
15 93 8
15 94 8
15 95 8
15 96 8
15 97 8
15 98 8
15 99 8
16 0 7
16 1 7
16 2 7
16 3 7
16 4 7
16 5 7
16 6 7
16 7 7
16 8 7
16 9 7
16 10 7
16 11 7
16 12 7
16 13 7
16 14 7
16 15 7
16 16 7
16 17 7
16 18 3
16 19 3
16 20 3
16 21 3
16 22 3
16 23 3
16 24 3
16 25 3
16 26 3
16 27 3
16 28 3
16 29 3
16 30 3
16 31 3
16 32 3
16 33 3
16 34 3
16 35 3
16 36 3
16 37 3
16 38 3
16 39 3
16 40 3
16 41 3
16 42 3
16 43 3
16 44 3
16 45 3
16 46 3
16 47 8
16 48 8
16 49 8
16 50 8
16 51 8
16 52 8
16 53 8
16 54 8
16 55 8
16 56 8
16 57 8
16 58 8
16 59 8
16 60 8
16 61 8
16 62 8
16 63 8
16 64 8
16 65 8
16 66 8
16 67 8
16 68 8
16 69 8
16 70 8
16 71 8
16 72 8
16 73 8
16 74 8
16 75 8
16 76 8
16 77 8
16 78 8
16 79 8
16 80 8
16 81 8
16 82 8
16 83 8
16 84 8
16 85 8
16 86 8
16 87 8
16 88 8
16 89 8
16 90 8
16 91 8
16 92 8
16 93 8
16 94 8
16 95 8
16 96 8
16 97 8
16 98 8
16 99 8
17 0 7
17 1 7
17 2 7
17 3 7
17 4 7
17 5 7
17 6 7
17 7 7
17 8 7
17 9 7
17 10 7
17 11 7
17 12 7
17 13 7
17 14 7
17 15 7
17 16 7
17 17 7
17 18 7
17 19 3
17 20 3
17 21 3
17 22 3
17 23 3
17 24 3
17 25 3
17 26 3
17 27 3
17 28 3
17 29 3
17 30 3
17 31 3
17 32 3
17 33 3
17 34 3
17 35 3
17 36 3
17 37 3
17 38 3
17 39 3
17 40 3
17 41 3
17 42 3
17 43 3
17 44 3
17 45 3
17 46 3
17 47 8
17 48 8
17 49 8
17 50 8
17 51 8
17 52 8
17 53 8
17 54 8
17 55 8
17 56 8
17 57 8
17 58 8
17 59 8
17 60 8
17 61 8
17 62 8
17 63 8
17 64 8
17 65 8
17 66 8
17 67 8
17 68 8
17 69 8
17 70 8
17 71 8
17 72 8
17 73 8
17 74 8
17 75 8
17 76 8
17 77 8
17 78 8
17 79 8
17 80 8
17 81 8
17 82 8
17 83 8
17 84 8
17 85 8
17 86 8
17 87 8
17 88 8
17 89 8
17 90 8
17 91 8
17 92 8
17 93 8
17 94 8
17 95 8
17 96 8
17 97 8
17 98 8
17 99 8
18 0 7
18 1 7
18 2 7
18 3 7
18 4 7
18 5 7
18 6 7
18 7 7
18 8 7
18 9 7
18 10 7
18 11 7
18 12 7
18 13 7
18 14 7
18 15 7
18 16 7
18 17 7
18 18 7
18 19 3
18 20 3
18 21 3
18 22 3
18 23 3
18 24 3
18 25 3
18 26 3
18 27 3
18 28 3
18 29 3
18 30 3
18 31 3
18 32 3
18 33 3
18 34 3
18 35 3
18 36 3
18 37 3
18 38 3
18 39 3
18 40 3
18 41 3
18 42 3
18 43 3
18 44 3
18 45 3
18 46 3
18 47 3
18 48 3
18 49 8
18 50 8
18 51 8
18 52 8
18 53 8
18 54 8
18 55 8
18 56 8
18 57 8
18 58 8
18 59 8
18 60 8
18 61 8
18 62 8
18 63 8
18 64 8
18 65 8
18 66 8
18 67 8
18 68 8
18 69 8
18 70 8
18 71 8
18 72 8
18 73 8
18 74 8
18 75 8
18 76 8
18 77 8
18 78 8
18 79 8
18 80 8
18 81 8
18 82 8
18 83 8
18 84 8
18 85 8
18 86 8
18 87 8
18 88 8
18 89 8
18 90 8
18 91 8
18 92 8
18 93 8
18 94 8
18 95 8
18 96 8
18 97 8
18 98 8
18 99 8
19 0 7
19 1 7
19 2 7
19 3 7
19 4 7
19 5 7
19 6 7
19 7 7
19 8 7
19 9 7
19 10 7
19 11 7
19 12 7
19 13 7
19 14 7
19 15 7
19 16 7
19 17 7
19 18 7
19 19 3
19 20 3
19 21 3
19 22 3
19 23 3
19 24 3
19 25 3
19 26 3
19 27 3
19 28 3
19 29 3
19 30 3
19 31 3
19 32 3
19 33 3
19 34 3
19 35 3
19 36 3
19 37 3
19 38 3
19 39 3
19 40 3
19 41 3
19 42 3
19 43 3
19 44 3
19 45 3
19 46 3
19 47 3
19 48 3
19 49 3
19 50 8
19 51 3
19 52 8
19 53 8
19 54 8
19 55 8
19 56 8
19 57 8
19 58 8
19 59 8
19 60 8
19 61 8
19 62 8
19 63 8
19 64 8
19 65 8
19 66 8
19 67 8
19 68 8
19 69 8
19 70 8
19 71 8
19 72 8
19 73 8
19 74 8
19 75 8
19 76 8
19 77 8
19 78 8
19 79 8
19 80 8
19 81 8
19 82 8
19 83 8
19 84 8
19 85 8
19 86 8
19 87 8
19 88 8
19 89 8
19 90 8
19 91 8
19 92 8
19 93 8
19 94 8
19 95 8
19 96 8
19 97 8
19 98 8
19 99 8
20 0 7
20 1 7
20 2 7
20 3 7
20 4 7
20 5 7
20 6 7
20 7 7
20 8 7
20 9 7
20 10 7
20 11 7
20 12 7
20 13 7
20 14 7
20 15 7
20 16 7
20 17 7
20 18 7
20 19 7
20 20 3
20 21 3
20 22 3
20 23 3
20 24 3
20 25 3
20 26 3
20 27 3
20 28 3
20 29 3
20 30 3
20 31 3
20 32 3
20 33 3
20 34 3
20 35 3
20 36 3
20 37 3
20 38 3
20 39 3
20 40 3
20 41 3
20 42 3
20 43 3
20 44 3
20 45 3
20 46 3
20 47 3
20 48 3
20 49 3
20 50 3
20 51 3
20 52 8
20 53 8
20 54 8
20 55 8
20 56 8
20 57 8
20 58 8
20 59 8
20 60 8
20 61 8
20 62 8
20 63 8
20 64 8
20 65 8
20 66 8
20 67 8
20 68 8
20 69 8
20 70 8
20 71 8
20 72 8
20 73 8
20 74 8
20 75 8
20 76 8
20 77 8
20 78 8
20 79 8
20 80 8
20 81 8
20 82 8
20 83 8
20 84 8
20 85 8
20 86 8
20 87 8
20 88 8
20 89 8
20 90 8
20 91 8
20 92 8
20 93 8
20 94 8
20 95 8
20 96 8
20 97 8
20 98 8
20 99 8
21 0 7
21 1 7
21 2 7
21 3 7
21 4 7
21 5 7
21 6 7
21 7 7
21 8 7
21 9 7
21 10 7
21 11 7
21 12 7
21 13 7
21 14 7
21 15 7
21 16 7
21 17 7
21 18 7
21 19 7
21 20 7
21 21 3
21 22 3
21 23 3
21 24 3
21 25 3
21 26 3
21 27 3
21 28 3
21 29 3
21 30 3
21 31 3
21 32 3
21 33 3
21 34 3
21 35 3
21 36 3
21 37 3
21 38 3
21 39 3
21 40 3
21 41 3
21 42 3
21 43 3
21 44 3
21 45 3
21 46 3
21 47 3
21 48 3
21 49 3
21 50 3
21 51 3
21 52 3
21 53 8
21 54 8
21 55 8
21 56 8
21 57 8
21 58 8
21 59 8
21 60 8
21 61 8
21 62 8
21 63 8
21 64 8
21 65 8
21 66 8
21 67 8
21 68 8
21 69 8
21 70 8
21 71 8
21 72 8
21 73 8
21 74 8
21 75 8
21 76 8
21 77 8
21 78 8
21 79 8
21 80 8
21 81 8
21 82 8
21 83 8
21 84 8
21 85 8
21 86 8
21 87 8
21 88 8
21 89 8
21 90 8
21 91 8
21 92 8
21 93 8
21 94 8
21 95 8
21 96 8
21 97 8
21 98 8
21 99 8
22 0 7
22 1 7
22 2 7
22 3 7
22 4 7
22 5 7
22 6 7
22 7 7
22 8 7
22 9 7
22 10 7
22 11 7
22 12 7
22 13 7
22 14 7
22 15 7
22 16 7
22 17 7
22 18 7
22 19 7
22 20 7
22 21 3
22 22 3
22 23 3
22 24 3
22 25 3
22 26 3
22 27 3
22 28 3
22 29 3
22 30 3
22 31 3
22 32 3
22 33 3
22 34 3
22 35 3
22 36 3
22 37 3
22 38 3
22 39 3
22 40 3
22 41 3
22 42 3
22 43 3
22 44 3
22 45 3
22 46 3
22 47 3
22 48 3
22 49 3
22 50 3
22 51 3
22 52 3
22 53 3
22 54 3
22 55 8
22 56 8
22 57 8
22 58 8
22 59 8
22 60 8
22 61 8
22 62 8
22 63 8
22 64 8
22 65 8
22 66 8
22 67 8
22 68 8
22 69 8
22 70 8
22 71 8
22 72 8
22 73 8
22 74 8
22 75 8
22 76 8
22 77 8
22 78 8
22 79 8
22 80 8
22 81 8
22 82 8
22 83 8
22 84 8
22 85 8
22 86 8
22 87 8
22 88 8
22 89 8
22 90 8
22 91 8
22 92 8
22 93 8
22 94 8
22 95 8
22 96 8
22 97 8
22 98 8
22 99 8
23 0 7
23 1 7
23 2 7
23 3 7
23 4 7
23 5 7
23 6 7
23 7 7
23 8 7
23 9 7
23 10 7
23 11 7
23 12 7
23 13 7
23 14 7
23 15 7
23 16 7
23 17 7
23 18 7
23 19 7
23 20 7
23 21 7
23 22 7
23 23 3
23 24 3
23 25 3
23 26 3
23 27 3
23 28 3
23 29 3
23 30 3
23 31 3
